age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
55;housemaid;married;primary;no;0;yes;no;cellular;17;jul;1303;2;-1;0;unknown;yes
30;blue-collar;single;tertiary;no;297;no;no;cellular;7;apr;465;4;-1;0;unknown;yes
20;student;single;secondary;no;502;no;no;cellular;30;apr;261;1;-1;0;unknown;yes
27;blue-collar;married;unknown;no;409;yes;no;cellular;18;may;525;1;-1;0;unknown;yes
32;technician;married;secondary;no;473;no;yes;cellular;7;may;292;3;-1;0;unknown;yes
66;housemaid;married;primary;no;1230;no;no;cellular;16;jun;288;6;181;3;success;yes
59;technician;married;secondary;no;7766;yes;no;cellular;25;feb;1422;1;461;1;failure;yes
45;management;married;tertiary;no;1309;no;no;cellular;2;jul;367;1;-1;0;unknown;yes
31;admin.;single;secondary;no;431;yes;yes;unknown;20;may;1045;1;-1;0;unknown;yes
33;management;single;tertiary;no;224;no;no;cellular;8;mar;241;2;-1;0;unknown;yes
41;management;single;tertiary;no;1982;no;no;cellular;21;nov;558;1;-1;0;unknown;yes
44;admin.;single;secondary;no;1534;no;no;cellular;10;nov;95;1;95;3;success;yes
34;admin.;married;secondary;no;155;no;no;cellular;5;feb;696;2;-1;0;unknown;yes
28;technician;single;tertiary;no;4987;no;no;cellular;2;jun;924;2;113;21;success;yes
40;management;married;tertiary;no;3352;yes;no;telephone;23;oct;138;1;-1;0;unknown;yes
25;student;single;tertiary;no;58;no;no;cellular;24;jul;139;5;-1;0;unknown;yes
33;services;married;secondary;no;3444;yes;no;telephone;21;oct;144;1;91;4;failure;yes
72;self-employed;married;tertiary;no;132;no;no;cellular;1;jul;260;2;65;1;success;yes
33;technician;married;tertiary;no;0;no;no;cellular;30;apr;227;2;-1;0;unknown;yes
38;management;married;unknown;no;3576;no;no;cellular;26;may;579;1;-1;0;unknown;yes
34;admin.;married;secondary;no;48;yes;no;cellular;7;may;1806;2;287;3;other;yes
35;blue-collar;married;primary;no;414;no;no;unknown;13;may;504;4;-1;0;unknown;yes
65;retired;married;secondary;no;2326;no;yes;cellular;21;aug;276;1;-1;0;unknown;yes
27;management;single;tertiary;no;99;yes;no;unknown;4;jun;767;2;-1;0;unknown;yes
29;blue-collar;single;primary;no;213;yes;no;unknown;6;jun;2653;3;-1;0;unknown;yes
30;technician;single;secondary;no;4684;yes;no;cellular;30;apr;268;3;-1;0;unknown;yes
30;blue-collar;married;primary;no;201;yes;no;cellular;31;aug;219;1;157;12;failure;yes
35;management;single;tertiary;no;397;yes;no;cellular;17;apr;594;1;-1;0;unknown;yes
46;management;married;primary;no;3229;yes;no;cellular;20;apr;1550;1;-1;0;unknown;yes
77;retired;married;tertiary;no;0;no;no;cellular;16;oct;847;1;60;1;success;yes
87;retired;married;primary;no;2190;no;no;telephone;12;jan;512;2;-1;0;unknown;yes
24;technician;single;secondary;no;409;yes;no;unknown;16;may;912;1;-1;0;unknown;yes
32;admin.;married;secondary;no;8749;yes;yes;unknown;21;oct;294;1;-1;0;unknown;yes
36;management;single;tertiary;no;4;yes;no;cellular;7;may;855;2;342;1;failure;yes
57;housemaid;married;tertiary;no;2326;no;no;cellular;28;oct;207;1;194;1;success;yes
21;student;single;secondary;no;2488;no;no;cellular;12;oct;180;1;-1;0;unknown;yes
27;admin.;married;tertiary;no;2855;no;no;cellular;22;jul;138;2;178;4;success;yes
77;retired;married;primary;no;3324;no;no;cellular;13;may;289;1;91;5;success;yes
63;entrepreneur;married;secondary;no;3904;no;no;telephone;4;aug;250;2;187;2;success;yes
37;admin.;married;secondary;no;96;no;no;cellular;7;aug;155;1;99;2;success;yes
49;services;married;primary;no;0;yes;no;cellular;6;may;445;2;166;3;failure;yes
35;self-employed;married;secondary;no;5613;yes;no;cellular;28;jul;699;3;-1;0;unknown;yes
30;admin.;married;secondary;no;0;no;no;cellular;1;jun;318;1;-1;0;unknown;yes
57;blue-collar;married;unknown;no;3585;no;no;telephone;14;nov;172;1;-1;0;unknown;yes
48;housemaid;single;primary;no;46;no;no;cellular;4;aug;118;1;1;3;success;yes
32;services;single;secondary;no;772;yes;no;unknown;15;may;697;3;-1;0;unknown;yes
34;admin.;single;secondary;no;303;no;no;cellular;4;jun;282;3;126;3;failure;yes
45;management;married;tertiary;no;242;no;no;cellular;30;apr;587;1;-1;0;unknown;yes
27;blue-collar;single;secondary;no;3145;no;no;cellular;25;jun;374;1;179;2;success;yes
28;self-employed;single;tertiary;no;159;no;no;cellular;14;oct;246;2;420;2;other;yes
44;blue-collar;single;secondary;no;292;no;yes;cellular;17;jul;1153;4;-1;0;unknown;yes
28;technician;single;secondary;no;154;yes;no;cellular;18;feb;416;2;-1;0;unknown;yes
34;services;married;secondary;no;1337;no;no;cellular;17;dec;330;2;127;3;success;yes
33;management;single;tertiary;no;4176;no;no;cellular;26;mar;288;3;-1;0;unknown;yes
47;management;married;tertiary;no;682;no;no;cellular;18;aug;638;6;-1;0;unknown;yes
41;blue-collar;married;secondary;yes;720;no;yes;cellular;24;jul;651;1;-1;0;unknown;yes
38;services;single;secondary;no;91;no;no;cellular;2;mar;207;1;-1;0;unknown;yes
51;services;divorced;secondary;no;242;no;yes;cellular;14;jul;1336;4;-1;0;unknown;yes
28;admin.;single;secondary;no;261;yes;yes;cellular;29;jan;254;3;142;6;success;yes
47;housemaid;married;secondary;no;3940;yes;no;cellular;5;aug;226;3;97;2;failure;yes
33;technician;married;secondary;no;3243;no;no;cellular;12;aug;439;4;-1;0;unknown;yes
34;management;divorced;tertiary;no;2885;no;no;cellular;10;feb;314;2;156;4;other;yes
30;technician;single;secondary;no;816;yes;no;unknown;14;nov;179;1;-1;0;unknown;yes
42;management;married;tertiary;no;144;no;no;cellular;4;mar;148;1;87;4;failure;yes
31;unemployed;divorced;tertiary;no;756;no;no;cellular;20;jul;355;2;-1;0;unknown;yes
26;blue-collar;single;primary;no;409;yes;no;cellular;21;jul;577;2;-1;0;unknown;yes
62;retired;married;primary;no;1742;no;no;cellular;14;jun;167;2;98;6;other;yes
50;entrepreneur;married;tertiary;no;-168;yes;no;cellular;23;jul;1327;2;-1;0;unknown;yes
28;management;single;tertiary;no;957;no;no;cellular;25;may;915;2;-1;0;unknown;yes
27;student;single;tertiary;no;5291;no;no;cellular;11;feb;293;1;91;4;success;yes
31;blue-collar;married;secondary;no;2910;yes;no;unknown;23;may;1392;2;-1;0;unknown;yes
82;retired;married;primary;no;8603;no;no;cellular;22;oct;306;3;107;1;success;yes
28;admin.;single;secondary;no;-170;no;yes;cellular;10;jul;720;2;-1;0;unknown;yes
25;technician;single;secondary;no;102;no;yes;cellular;8;jul;574;2;-1;0;unknown;yes
27;entrepreneur;married;tertiary;no;139;no;no;cellular;15;jul;448;5;-1;0;unknown;yes
34;management;single;tertiary;no;549;no;no;cellular;6;oct;1246;2;-1;0;unknown;yes
68;retired;single;tertiary;no;2144;no;no;cellular;26;jan;708;1;96;3;success;yes
54;management;divorced;tertiary;no;496;no;no;cellular;13;jan;452;3;-1;0;unknown;yes
77;retired;married;tertiary;no;7802;no;no;telephone;4;may;421;1;92;2;success;yes
35;management;single;tertiary;no;-324;no;yes;cellular;21;jul;985;11;-1;0;unknown;yes
35;management;married;tertiary;no;8000;no;no;cellular;13;may;331;1;90;3;success;yes
51;admin.;single;secondary;no;1994;no;no;unknown;18;jun;771;2;-1;0;unknown;yes
48;management;married;tertiary;no;1;no;no;telephone;10;nov;248;1;-1;0;unknown;yes
34;management;married;tertiary;no;1006;yes;no;cellular;19;nov;783;3;195;2;other;yes
32;blue-collar;married;secondary;no;10287;yes;no;cellular;27;may;281;4;188;1;failure;yes
67;retired;married;secondary;no;1443;no;no;cellular;8;apr;245;1;-1;0;unknown;yes
45;admin.;married;secondary;no;149;yes;no;unknown;23;may;893;3;-1;0;unknown;yes
31;technician;single;secondary;no;846;no;no;cellular;26;may;405;3;205;2;failure;yes
42;services;single;secondary;no;3403;yes;no;cellular;7;aug;215;1;99;1;failure;yes
34;self-employed;single;tertiary;no;9962;no;no;cellular;20;aug;474;1;-1;0;unknown;yes
33;admin.;married;secondary;no;-370;yes;no;cellular;7;may;261;1;345;1;failure;yes
43;management;divorced;tertiary;no;2367;no;no;cellular;22;sep;83;1;113;3;success;yes
41;technician;single;tertiary;no;145;no;no;cellular;22;jul;1833;2;-1;0;unknown;yes
36;student;single;tertiary;no;129;no;no;cellular;27;oct;149;1;-1;0;unknown;yes
32;blue-collar;married;secondary;no;254;yes;no;cellular;19;nov;1720;3;-1;0;unknown;yes
25;services;single;tertiary;no;12;no;no;cellular;12;jun;126;6;-1;0;unknown;yes
47;blue-collar;married;secondary;no;1230;yes;no;cellular;30;apr;412;1;169;1;success;yes
31;management;married;tertiary;no;3160;yes;no;cellular;26;apr;688;2;-1;0;unknown;yes
29;technician;single;secondary;no;382;no;no;cellular;5;aug;409;4;-1;0;unknown;yes
31;admin.;single;tertiary;no;676;yes;no;cellular;22;apr;124;2;343;2;other;yes
49;admin.;married;secondary;no;3608;yes;no;cellular;30;apr;252;1;168;1;success;yes
55;management;divorced;tertiary;no;2037;no;no;cellular;4;feb;305;2;94;3;success;yes
58;unemployed;married;secondary;no;687;yes;no;cellular;30;apr;341;2;-1;0;unknown;yes
48;self-employed;married;tertiary;no;0;no;no;cellular;29;jan;1249;3;-1;0;unknown;yes
56;housemaid;divorced;primary;yes;1238;no;no;unknown;5;jun;1558;1;-1;0;unknown;yes
67;housemaid;divorced;secondary;no;5275;no;no;cellular;13;aug;222;4;-1;0;unknown;yes
33;technician;single;secondary;no;2979;no;no;cellular;5;aug;326;2;437;1;failure;yes
45;blue-collar;married;unknown;no;1529;yes;no;cellular;13;nov;181;1;197;1;success;yes
36;blue-collar;married;primary;no;378;yes;no;cellular;5;may;1240;1;-1;0;unknown;yes
49;technician;divorced;secondary;no;305;no;no;cellular;24;jul;367;2;-1;0;unknown;yes
42;technician;married;secondary;no;994;yes;no;cellular;11;aug;149;1;78;5;failure;yes
57;admin.;married;secondary;no;169;no;no;cellular;3;feb;369;1;-1;0;unknown;yes
75;retired;married;tertiary;no;6027;no;no;cellular;16;nov;1248;2;94;2;failure;yes
27;admin.;married;tertiary;no;2855;no;no;cellular;25;jan;240;1;301;3;failure;yes
46;technician;married;secondary;no;57;no;no;unknown;28;may;796;1;-1;0;unknown;yes
34;management;married;tertiary;no;0;yes;no;cellular;7;aug;262;1;99;2;success;yes
29;technician;single;secondary;no;938;no;no;cellular;3;nov;358;1;-1;0;unknown;yes
53;entrepreneur;single;secondary;no;62;yes;no;unknown;30;may;1044;5;-1;0;unknown;yes
37;technician;married;tertiary;no;247;no;no;cellular;20;aug;625;6;-1;0;unknown;yes
36;admin.;single;secondary;no;11174;yes;no;cellular;15;apr;953;1;-1;0;unknown;yes
42;technician;married;secondary;no;994;yes;no;cellular;18;jan;453;1;67;9;success;yes
47;blue-collar;divorced;primary;no;603;yes;yes;cellular;8;may;1080;1;-1;0;unknown;yes
26;blue-collar;married;secondary;no;-11;yes;yes;cellular;17;jul;1150;3;-1;0;unknown;yes
36;blue-collar;divorced;secondary;no;2843;no;no;cellular;14;aug;186;1;-1;0;unknown;yes
47;admin.;married;secondary;no;2601;no;no;cellular;24;sep;261;1;-1;0;unknown;yes
32;blue-collar;married;primary;no;-454;yes;yes;cellular;18;may;801;5;355;2;failure;yes
29;management;married;secondary;no;231;no;no;cellular;14;may;1075;1;14;1;failure;yes
64;retired;married;tertiary;no;380;no;no;cellular;25;aug;479;1;-1;0;unknown;yes
36;services;married;secondary;no;981;no;no;unknown;16;jun;1093;1;-1;0;unknown;yes
39;admin.;married;tertiary;no;1108;no;no;cellular;21;apr;204;1;-1;0;unknown;yes
35;housemaid;married;tertiary;no;1265;yes;no;cellular;15;may;326;5;179;4;failure;yes
62;management;married;tertiary;no;557;no;no;cellular;14;aug;185;1;-1;0;unknown;yes
77;retired;married;secondary;no;638;no;no;cellular;11;feb;288;1;188;1;success;yes
49;management;married;tertiary;no;1167;yes;yes;cellular;25;jun;213;6;150;8;failure;yes
31;management;single;tertiary;no;924;no;no;cellular;7;sep;231;1;94;3;success;yes
31;management;single;tertiary;no;12857;yes;no;cellular;6;feb;158;1;92;1;success;yes
24;student;single;secondary;no;387;no;no;telephone;4;may;340;8;-1;0;unknown;yes
49;management;single;tertiary;no;151;yes;no;cellular;8;jul;97;3;-1;0;unknown;yes
31;technician;married;secondary;no;1173;yes;no;cellular;14;jul;444;3;-1;0;unknown;yes
55;admin.;divorced;secondary;no;1872;no;no;cellular;28;aug;155;2;93;8;failure;yes
35;technician;married;secondary;no;2779;no;no;cellular;22;oct;118;2;-1;0;unknown;yes
30;services;married;secondary;no;517;no;no;cellular;11;dec;141;2;-1;0;unknown;yes
61;admin.;married;unknown;no;4629;yes;no;cellular;29;jul;349;3;183;2;success;yes
26;blue-collar;single;secondary;no;3145;no;no;cellular;28;dec;1141;1;209;1;other;yes
36;management;single;tertiary;no;538;no;no;cellular;23;jun;339;1;183;5;success;yes
33;admin.;single;tertiary;no;272;yes;no;cellular;1;jun;326;1;237;2;failure;yes
36;services;married;secondary;no;2984;yes;no;unknown;2;jun;394;1;-1;0;unknown;yes
29;admin.;single;tertiary;no;41;yes;no;cellular;13;aug;148;2;-1;0;unknown;yes
35;blue-collar;married;secondary;no;860;yes;no;unknown;5;jun;884;4;-1;0;unknown;yes
18;student;single;unknown;no;108;no;no;cellular;8;sep;169;1;-1;0;unknown;yes
27;technician;single;tertiary;no;11862;no;no;cellular;25;nov;285;2;97;7;success;yes
38;technician;married;tertiary;no;4383;no;no;cellular;4;feb;1381;4;-1;0;unknown;yes
50;blue-collar;married;primary;no;-522;yes;no;cellular;13;may;863;3;-1;0;unknown;yes
35;admin.;divorced;secondary;no;1224;yes;no;cellular;3;nov;187;1;-1;0;unknown;yes
30;student;single;secondary;no;48;no;no;cellular;25;feb;217;1;191;2;success;yes
29;technician;single;tertiary;no;2489;yes;no;cellular;3;mar;355;1;86;5;failure;yes
46;admin.;married;secondary;no;70;yes;no;cellular;27;mar;229;2;-1;0;unknown;yes
28;admin.;single;secondary;no;2;yes;no;cellular;24;jul;454;1;-1;0;unknown;yes
61;retired;married;tertiary;no;2557;yes;no;cellular;10;nov;89;1;91;4;success;yes
47;admin.;divorced;secondary;no;555;yes;yes;telephone;17;oct;478;1;-1;0;unknown;yes
31;self-employed;single;tertiary;no;17924;yes;no;cellular;14;may;745;1;174;3;failure;yes
29;unemployed;single;primary;no;1374;no;no;cellular;17;nov;309;3;208;4;success;yes
46;management;married;unknown;no;2466;no;no;telephone;1;apr;216;3;370;1;failure;yes
40;technician;married;tertiary;no;1293;no;no;cellular;16;sep;1702;3;105;2;success;yes
28;management;single;tertiary;no;1720;no;no;cellular;14;sep;230;1;91;4;success;yes
30;admin.;single;tertiary;no;305;no;no;cellular;4;feb;227;2;-1;0;unknown;yes
40;management;married;secondary;no;754;no;yes;cellular;6;apr;635;1;-1;0;unknown;yes
72;retired;married;tertiary;no;2;no;no;cellular;7;aug;147;2;-1;0;unknown;yes
76;retired;divorced;primary;no;2693;no;no;cellular;21;oct;107;2;-1;0;unknown;yes
57;technician;married;tertiary;no;1181;no;no;cellular;29;jul;169;2;182;2;success;yes
35;blue-collar;single;secondary;no;3623;no;no;telephone;30;oct;160;1;-1;0;unknown;yes
57;technician;married;secondary;no;589;yes;no;cellular;11;aug;167;1;190;5;failure;yes
30;technician;single;secondary;no;930;no;no;cellular;2;jul;396;1;-1;0;unknown;yes
66;management;married;unknown;no;2149;yes;no;cellular;26;may;135;2;90;11;success;yes
22;student;single;secondary;no;1522;no;no;cellular;30;oct;368;2;-1;0;unknown;yes
50;admin.;married;secondary;no;706;yes;no;cellular;6;aug;1250;4;-1;0;unknown;yes
38;services;divorced;unknown;no;6360;no;no;unknown;20;jun;1409;2;-1;0;unknown;yes
48;blue-collar;married;secondary;no;863;yes;no;telephone;4;may;412;5;350;2;success;yes
51;blue-collar;married;primary;no;7098;no;no;cellular;6;aug;1471;7;-1;0;unknown;yes
55;management;divorced;tertiary;no;0;no;no;cellular;22;oct;360;5;-1;0;unknown;yes
35;services;single;secondary;no;719;yes;no;cellular;18;may;1359;3;368;3;failure;yes
78;retired;married;unknown;no;3208;no;no;telephone;20;may;351;3;-1;0;unknown;yes
51;retired;married;primary;no;1495;no;no;telephone;25;jul;1946;4;-1;0;unknown;yes
27;student;single;secondary;no;538;no;no;cellular;4;jun;124;2;-1;0;unknown;yes
34;management;married;tertiary;no;2287;yes;no;unknown;26;may;895;4;-1;0;unknown;yes
25;student;single;unknown;no;3;no;no;cellular;26;may;170;1;-1;0;unknown;yes
25;management;single;tertiary;no;219;no;no;cellular;30;apr;458;1;-1;0;unknown;yes
35;management;divorced;tertiary;no;2885;no;no;cellular;13;aug;199;3;43;8;other;yes
38;technician;married;secondary;no;10596;no;no;cellular;19;aug;195;1;197;4;other;yes
39;management;single;tertiary;no;2454;yes;no;cellular;4;may;716;3;263;2;failure;yes
31;management;married;tertiary;no;537;yes;no;cellular;18;aug;216;1;-1;0;unknown;yes
30;blue-collar;married;secondary;no;167;yes;no;cellular;10;jul;255;1;-1;0;unknown;yes
38;blue-collar;married;primary;no;4406;yes;no;telephone;13;may;689;2;-1;0;unknown;yes
78;retired;married;unknown;no;4807;no;no;telephone;3;feb;892;2;104;4;success;yes
38;services;married;secondary;no;1970;yes;no;cellular;30;apr;701;1;176;1;success;yes
34;blue-collar;divorced;unknown;no;172;no;no;cellular;15;jun;177;1;-1;0;unknown;yes
63;admin.;married;secondary;no;0;yes;no;cellular;31;aug;253;5;-1;0;unknown;yes
76;retired;married;tertiary;no;2991;no;no;cellular;22;oct;344;1;183;1;success;yes
30;technician;single;secondary;no;853;no;no;cellular;29;oct;279;1;148;1;failure;yes
59;technician;married;secondary;no;116;no;no;cellular;11;feb;268;1;183;7;success;yes
39;management;married;secondary;no;1880;no;no;cellular;12;aug;768;2;-1;0;unknown;yes
43;management;divorced;unknown;no;7702;no;no;cellular;22;may;460;1;95;2;success;yes
48;housemaid;married;secondary;no;0;no;no;cellular;28;may;270;5;-1;0;unknown;yes
28;technician;single;secondary;no;909;no;yes;cellular;7;jul;532;1;-1;0;unknown;yes
31;blue-collar;single;secondary;no;54;yes;no;cellular;29;jun;401;1;-1;0;unknown;yes
38;technician;married;secondary;no;0;yes;no;cellular;22;jul;1545;1;-1;0;unknown;yes
31;blue-collar;married;secondary;no;152;yes;yes;cellular;8;jul;831;1;-1;0;unknown;yes
54;management;married;tertiary;no;1624;no;no;cellular;12;may;166;3;182;10;success;yes
31;admin.;married;secondary;no;879;yes;no;cellular;13;may;394;1;-1;0;unknown;yes
27;blue-collar;single;secondary;no;294;yes;yes;unknown;28;may;694;2;-1;0;unknown;yes
40;management;married;tertiary;no;66;no;no;cellular;13;aug;737;4;-1;0;unknown;yes
60;technician;married;secondary;no;116;no;no;cellular;11;aug;329;2;181;8;success;yes
36;admin.;married;secondary;no;96;no;no;cellular;2;feb;302;1;-1;0;unknown;yes
27;blue-collar;single;secondary;no;2486;yes;no;unknown;29;may;733;1;-1;0;unknown;yes
60;admin.;married;unknown;no;478;no;no;cellular;19;jul;173;2;311;8;failure;yes
37;management;single;tertiary;no;1027;yes;no;cellular;2;mar;313;1;152;2;success;yes
46;technician;single;secondary;no;874;no;no;cellular;19;nov;819;3;-1;0;unknown;yes
42;management;married;tertiary;no;-556;yes;yes;cellular;8;may;682;3;347;3;failure;yes
42;admin.;divorced;secondary;no;527;no;yes;cellular;20;apr;112;1;-1;0;unknown;yes
59;retired;married;primary;no;1115;no;no;unknown;19;jun;834;1;-1;0;unknown;yes
39;technician;divorced;secondary;no;291;yes;no;cellular;7;may;882;2;-1;0;unknown;yes
38;admin.;single;secondary;no;100;yes;no;unknown;7;may;786;1;-1;0;unknown;yes
58;blue-collar;single;secondary;no;119;yes;yes;cellular;12;may;985;1;-1;0;unknown;yes
29;management;single;tertiary;no;697;no;no;cellular;4;feb;206;1;-1;0;unknown;yes
50;self-employed;married;secondary;no;10052;no;no;cellular;13;aug;665;2;-1;0;unknown;yes
82;retired;divorced;primary;no;0;no;no;telephone;15;mar;506;2;195;1;other;yes
31;blue-collar;married;secondary;no;3311;yes;no;unknown;20;may;719;1;-1;0;unknown;yes
61;self-employed;divorced;tertiary;no;52587;no;no;cellular;15;feb;394;3;189;1;success;yes
55;unknown;married;secondary;no;2206;no;no;cellular;12;aug;265;1;91;5;success;yes
43;admin.;married;secondary;no;2271;no;no;telephone;10;nov;524;1;-1;0;unknown;yes
31;management;single;tertiary;no;1858;no;no;cellular;12;aug;453;3;-1;0;unknown;yes
40;admin.;married;secondary;no;260;yes;no;cellular;13;may;306;1;181;5;success;yes
30;services;married;secondary;no;48;yes;no;cellular;31;jul;662;13;-1;0;unknown;yes
